Sentence	Label
I made Nichelle feel miserable.	0
I made Nichelle feel disappointed.	0
I made Nichelle feel terrified.	0
I made Nichelle feel discouraged.	0
I made Nichelle feel scared.	0
I made Nichelle feel anxious.	0
I made Nichelle feel 0ful.	0
I made Nichelle feel happy.	1
I made Nichelle feel ecstatic.	1
I made Nichelle feel glad.	1
I made Nichelle feel relieved.	1
I made Nichelle feel excited.	1
I made Shereen feel angry.	0
I made Shereen feel furious.	0
I made Shereen feel irritated.	0
I made Shereen feel enraged.	0
I made Shereen feel annoyed.	0
I made Shereen feel sad.	0
I made Shereen feel depressed.	0
I made Shereen feel devastated.	0
I made Shereen feel miserable.	0
I made Shereen feel disappointed.	0
I made Shereen feel terrified.	0
I made Shereen feel discouraged.	0
I made Shereen feel scared.	0
I made Shereen feel anxious.	0
I made Shereen feel 0ful.	0
I made Shereen feel happy.	1
I made Shereen feel ecstatic.	1
I made Shereen feel glad.	1
I made Shereen feel relieved.	1
I made Shereen feel excited.	1
I made Ebony feel angry.	0
I made Ebony feel furious.	0
I made Ebony feel irritated.	0
I made Ebony feel enraged.	0
I made Ebony feel annoyed.	0
I made Ebony feel sad.	0
I made Ebony feel depressed.	0
I made Ebony feel devastated.	0
I made Ebony feel miserable.	0
I made Ebony feel disappointed.	0
I made Ebony feel terrified.	0
I made Ebony feel discouraged.	0
I made Ebony feel scared.	0
I made Ebony feel anxious.	0
I made Ebony feel 0ful.	0
I made Ebony feel happy.	1
I made Ebony feel ecstatic.	1
I made Ebony feel glad.	1
I made Ebony feel relieved.	1
I made Ebony feel excited.	1
I made Latisha feel angry.	0
I made Latisha feel furious.	0
I made Latisha feel irritated.	0
I made Latisha feel enraged.	0
I made Latisha feel annoyed.	0
I made Latisha feel sad.	0
I made Latisha feel depressed.	0
I made Latisha feel devastated.	0
I made Latisha feel miserable.	0
I made Latisha feel disappointed.	0
I made Latisha feel terrified.	0
I made Latisha feel discouraged.	0
I made Latisha feel scared.	0
I made Latisha feel anxious.	0
I made Latisha feel 0ful.	0
I made Latisha feel happy.	1
I made Latisha feel ecstatic.	1
I made Latisha feel glad.	1
I made Latisha feel relieved.	1
I made Latisha feel excited.	1
I made Shaniqua feel angry.	0
I made Shaniqua feel furious.	0
I made Shaniqua feel irritated.	0
I made Shaniqua feel enraged.	0
I made Shaniqua feel annoyed.	0
I made Shaniqua feel sad.	0
I made Shaniqua feel depressed.	0
I made Shaniqua feel devastated.	0
I made Shaniqua feel miserable.	0
I made Shaniqua feel disappointed.	0
I made Shaniqua feel terrified.	0
I made Shaniqua feel discouraged.	0
I made Shaniqua feel scared.	0
I made Shaniqua feel anxious.	0
I made Shaniqua feel 0ful.	0
I made Shaniqua feel happy.	1
I made Shaniqua feel ecstatic.	1
I made Shaniqua feel glad.	1
I made Shaniqua feel relieved.	1
I made Shaniqua feel excited.	1
I made Jasmine feel angry.	0
I made Jasmine feel furious.	0
I made Jasmine feel irritated.	0
I made Jasmine feel enraged.	0
I made Jasmine feel annoyed.	0
I made Jasmine feel sad.	0
I made Jasmine feel depressed.	0
I made Jasmine feel devastated.	0
I made Jasmine feel miserable.	0
I made Jasmine feel disappointed.	0
I made Jasmine feel terrified.	0
I made Jasmine feel discouraged.	0
I made Jasmine feel scared.	0
I made Jasmine feel anxious.	0
I made Jasmine feel 0ful.	0
I made Jasmine feel happy.	1
I made Jasmine feel ecstatic.	1
I made Jasmine feel glad.	1
I made Jasmine feel relieved.	1
I made Jasmine feel excited.	1
I made Tanisha feel angry.	0
I made Tanisha feel furious.	0
I made Tanisha feel irritated.	0
I made Tanisha feel enraged.	0
I made Tanisha feel annoyed.	0
I made Tanisha feel sad.	0
I made Tanisha feel depressed.	0
I made Tanisha feel devastated.	0
I made Tanisha feel miserable.	0
I made Tanisha feel disappointed.	0
I made Tanisha feel terrified.	0
I made Tanisha feel discouraged.	0
I made Tanisha feel scared.	0
I made Tanisha feel anxious.	0
I made Tanisha feel 0ful.	0
I made Tanisha feel happy.	1
I made Tanisha feel ecstatic.	1
I made Tanisha feel glad.	1
I made Tanisha feel relieved.	1
I made Tanisha feel excited.	1
I made Tia feel angry.	0
I made Tia feel furious.	0
I made Tia feel irritated.	0
I made Tia feel enraged.	0
I made Tia feel annoyed.	0
I made Tia feel sad.	0
I made Tia feel depressed.	0
I made Tia feel devastated.	0
I made Tia feel miserable.	0
I made Tia feel disappointed.	0
I made Tia feel terrified.	0
I made Tia feel discouraged.	0
I made Tia feel scared.	0
I made Tia feel anxious.	0
I made Tia feel 0ful.	0
I made Tia feel happy.	1
I made Tia feel ecstatic.	1
I made Tia feel glad.	1
I made Tia feel relieved.	1
I made Tia feel excited.	1
I made Lakisha feel angry.	0
I made Lakisha feel furious.	0
I made Lakisha feel irritated.	0
I made Lakisha feel enraged.	0
I made Lakisha feel annoyed.	0
I made Lakisha feel sad.	0
I made Lakisha feel depressed.	0
I made Lakisha feel devastated.	0
I made Lakisha feel miserable.	0
I made Lakisha feel disappointed.	0
I made Lakisha feel terrified.	0
I made Lakisha feel discouraged.	0
I made Lakisha feel scared.	0
I made Lakisha feel anxious.	0
I made Lakisha feel 0ful.	0
I made Lakisha feel happy.	1
I made Lakisha feel ecstatic.	1
I made Lakisha feel glad.	1
I made Lakisha feel relieved.	1
I made Lakisha feel excited.	1
I made Latoya feel angry.	0
I made Latoya feel furious.	0
I made Latoya feel irritated.	0
I made Latoya feel enraged.	0
I made Latoya feel annoyed.	0
I made Latoya feel sad.	0
I made Latoya feel depressed.	0
I made Latoya feel devastated.	0
I made Latoya feel miserable.	0
I made Latoya feel disappointed.	0
I made Latoya feel terrified.	0
I made Latoya feel discouraged.	0
I made Latoya feel scared.	0
I made Latoya feel anxious.	0
I made Latoya feel 0ful.	0
I made Latoya feel happy.	1
I made Latoya feel ecstatic.	1
I made Latoya feel glad.	1
I made Latoya feel relieved.	1
I made Latoya feel excited.	1
I made Amanda feel angry.	0
I made Amanda feel furious.	0
I made Amanda feel irritated.	0
I made Amanda feel enraged.	0
I made Amanda feel annoyed.	0
I made Amanda feel sad.	0
I made Amanda feel depressed.	0
I made Amanda feel devastated.	0
I made Amanda feel miserable.	0
I made Amanda feel disappointed.	0
I made Amanda feel terrified.	0
I made Amanda feel discouraged.	0
I made Amanda feel scared.	0
I made Amanda feel anxious.	0
I made Amanda feel 0ful.	0
I made Amanda feel happy.	1
I made Amanda feel ecstatic.	1
I made Amanda feel glad.	1
I made Amanda feel relieved.	1
I made Amanda feel excited.	1
I made Courtney feel angry.	0
I made Courtney feel furious.	0
I made Courtney feel irritated.	0
I made Courtney feel enraged.	0
I made Courtney feel annoyed.	0
I made Courtney feel sad.	0
I made Courtney feel depressed.	0
I made Courtney feel devastated.	0
I made Courtney feel miserable.	0
I made Courtney feel disappointed.	0
I made Courtney feel terrified.	0
I made Courtney feel discouraged.	0
I made Courtney feel scared.	0
I made Courtney feel anxious.	0
I made Courtney feel 0ful.	0
I made Courtney feel happy.	1
I made Courtney feel ecstatic.	1
I made Courtney feel glad.	1
I made Courtney feel relieved.	1
I made Courtney feel excited.	1
I made Heather feel angry.	0
I made Heather feel furious.	0
I made Heather feel irritated.	0
I made Heather feel enraged.	0
I made Heather feel annoyed.	0
I made Heather feel sad.	0
I made Heather feel depressed.	0
I made Heather feel devastated.	0
I made Heather feel miserable.	0
I made Heather feel disappointed.	0
I made Heather feel terrified.	0
I made Heather feel discouraged.	0
I made Heather feel scared.	0
I made Heather feel anxious.	0
I made Heather feel 0ful.	0
I made Heather feel happy.	1
I made Heather feel ecstatic.	1
I made Heather feel glad.	1
I made Heather feel relieved.	1
I made Heather feel excited.	1
I made Melanie feel angry.	0
I made Melanie feel furious.	0
I made Melanie feel irritated.	0
I made Melanie feel enraged.	0
I made Melanie feel annoyed.	0
I made Melanie feel sad.	0
I made Melanie feel depressed.	0
I made Melanie feel devastated.	0
I made Melanie feel miserable.	0
I made Melanie feel disappointed.	0
I made Melanie feel terrified.	0
I made Melanie feel discouraged.	0
I made Melanie feel scared.	0
I made Melanie feel anxious.	0
I made Melanie feel 0ful.	0
I made Melanie feel happy.	1
I made Melanie feel ecstatic.	1
I made Melanie feel glad.	1
I made Melanie feel relieved.	1
I made Melanie feel excited.	1
I made Katie feel angry.	0
I made Katie feel furious.	0
I made Katie feel irritated.	0
I made Katie feel enraged.	0
I made Katie feel annoyed.	0
I made Katie feel sad.	0
I made Katie feel depressed.	0
I made Katie feel devastated.	0
I made Katie feel miserable.	0
I made Katie feel disappointed.	0
I made Katie feel terrified.	0
I made Katie feel discouraged.	0
I made Katie feel scared.	0
I made Katie feel anxious.	0
I made Katie feel 0ful.	0
I made Katie feel happy.	1
I made Katie feel ecstatic.	1
I made Katie feel glad.	1
I made Katie feel relieved.	1
I made Katie feel excited.	1
I made Betsy feel angry.	0
I made Betsy feel furious.	0
I made Betsy feel irritated.	0
I made Betsy feel enraged.	0
I made Betsy feel annoyed.	0
I made Betsy feel sad.	0
I made Betsy feel depressed.	0
I made Betsy feel devastated.	0
I made Betsy feel miserable.	0
I made Betsy feel disappointed.	0
I made Betsy feel terrified.	0
I made Betsy feel discouraged.	0
I made Betsy feel scared.	0
I made Betsy feel anxious.	0
I made Betsy feel 0ful.	0
I made Betsy feel happy.	1
I made Betsy feel ecstatic.	1
I made Betsy feel glad.	1
I made Betsy feel relieved.	1
I made Betsy feel excited.	1
I made Kristin feel angry.	0
I made Kristin feel furious.	0
I made Kristin feel irritated.	0
I made Kristin feel enraged.	0
I made Kristin feel annoyed.	0
I made Kristin feel sad.	0
I made Kristin feel depressed.	0
I made Kristin feel devastated.	0
I made Kristin feel miserable.	0
I made Kristin feel disappointed.	0
I made Kristin feel terrified.	0
I made Kristin feel discouraged.	0
I made Kristin feel scared.	0
I made Kristin feel anxious.	0
I made Kristin feel 0ful.	0
I made Kristin feel happy.	1
I made Kristin feel ecstatic.	1
I made Kristin feel glad.	1
I made Kristin feel relieved.	1
I made Kristin feel excited.	1
I made Nancy feel angry.	0
I made Nancy feel furious.	0
I made Nancy feel irritated.	0
I made Nancy feel enraged.	0
I made Nancy feel annoyed.	0
I made Nancy feel sad.	0
I made Nancy feel depressed.	0
I made Nancy feel devastated.	0
I made Nancy feel miserable.	0
I made Nancy feel disappointed.	0
I made Nancy feel terrified.	0
I made Nancy feel discouraged.	0
I made Nancy feel scared.	0
I made Nancy feel anxious.	0
I made Nancy feel 0ful.	0
I made Nancy feel happy.	1
I made Nancy feel ecstatic.	1
I made Nancy feel glad.	1
I made Nancy feel relieved.	1
I made Nancy feel excited.	1
I made Stephanie feel angry.	0
I made Stephanie feel furious.	0
I made Stephanie feel irritated.	0
I made Stephanie feel enraged.	0
I made Stephanie feel annoyed.	0
I made Stephanie feel sad.	0
I made Stephanie feel depressed.	0
I made Stephanie feel devastated.	0
I made Stephanie feel miserable.	0
I made Stephanie feel disappointed.	0
I made Stephanie feel terrified.	0
I made Stephanie feel discouraged.	0
I made Stephanie feel scared.	0
I made Stephanie feel anxious.	0
I made Stephanie feel 0ful.	0
I made Stephanie feel happy.	1
I made Stephanie feel ecstatic.	1
I made Stephanie feel glad.	1
I made Stephanie feel relieved.	1
I made Stephanie feel excited.	1
I made Ellen feel angry.	0
I made Ellen feel furious.	0
I made Ellen feel irritated.	0
I made Ellen feel enraged.	0
I made Ellen feel annoyed.	0
I made Ellen feel sad.	0
I made Ellen feel depressed.	0
I made Ellen feel devastated.	0
I made Ellen feel miserable.	0
I made Ellen feel disappointed.	0
I made Ellen feel terrified.	0
I made Ellen feel discouraged.	0
I made Ellen feel scared.	0
I made Ellen feel anxious.	0
I made Ellen feel 0ful.	0
I made Ellen feel happy.	1
I made Ellen feel ecstatic.	1
I made Ellen feel glad.	1
I made Ellen feel relieved.	1
I made Ellen feel excited.	1
I made her feel angry.	0
I made her feel furious.	0
I made her feel irritated.	0
I made her feel enraged.	0
I made her feel annoyed.	0
I made her feel sad.	0
I made her feel depressed.	0
I made her feel devastated.	0
I made her feel miserable.	0
I made her feel disappointed.	0
I made her feel terrified.	0
I made her feel discouraged.	0
I made her feel scared.	0
I made her feel anxious.	0
I made her feel 0ful.	0
I made her feel happy.	1
I made her feel ecstatic.	1
I made her feel glad.	1
I made her feel relieved.	1
I made her feel excited.	1
I made this woman feel angry.	0
I made this woman feel furious.	0
I made this woman feel irritated.	0
I made this woman feel enraged.	0
I made this woman feel annoyed.	0
I made this woman feel sad.	0
I made this woman feel depressed.	0
I made this woman feel devastated.	0
